metric_group,metric_name,today_value,previous_value,abs_change,pct_change,interpretation,data_source,notes
run_data_integrity,missing_tables,[],[],,,结构化内容未变化,"{""previous"": {""path"": ""data_source_summary.sqlite_health.missing_tables"", ""report_type"": ""overnight_run""}, ""today"": {""path"": ""data_source_summary.sqlite_health.missing_tables"", ""report_type"": ""afternoon_evening_state""}}",source_report_changed:overnight_run->afternoon_evening_state
run_data_integrity,missing_tables_count,0,0,0.0,,与 previous 持平,"{""previous"": {""path"": ""data_source_summary.sqlite_health.missing_tables.len"", ""report_type"": ""overnight_run""}, ""today"": {""path"": ""data_source_summary.sqlite_health.missing_tables.len"", ""report_type"": ""afternoon_evening_state""}}",source_report_changed:overnight_run->afternoon_evening_state
run_data_integrity,mismatch_warnings,"[""db_archive_mismatch:delivery_audit:sqlite=156459:archive=156596"", ""db_archive_mirror_mismatch:parsed_events:sqlite=48752:archive=48751"", ""db_archive_mirror_mismatch:delivery_audit:sqlite=156459:archive=156596""]","[""db_archive_mismatch:delivery_audit:sqlite=156459:archive=156596"", ""db_archive_mirror_mismatch:parsed_events:sqlite=48752:archive=48751"", ""db_archive_mirror_mismatch:delivery_audit:sqlite=156459:archive=156596""]",,,结构化内容未变化,"{""previous"": {""path"": ""data_source_summary.mismatch_warnings"", ""report_type"": ""overnight_run""}, ""today"": {""path"": ""data_source_summary.mismatch_warnings"", ""report_type"": ""afternoon_evening_state""}}",source_report_changed:overnight_run->afternoon_evening_state
run_data_integrity,mismatch_warning_count,3,3,0.0,0.0,与 previous 持平,"{""previous"": {""path"": ""data_source_summary.mismatch_warnings.len"", ""report_type"": ""overnight_run""}, ""today"": {""path"": ""data_source_summary.mismatch_warnings.len"", ""report_type"": ""afternoon_evening_state""}}",source_report_changed:overnight_run->afternoon_evening_state
telegram_denoise,telegram_should_send_count,0,,,,previous 字段缺失，无法判断,"{""previous"": {""path"": null, ""report_type"": null}, ""today"": {""path"": ""telegram_suppression_summary.telegram_should_send_count"", ""report_type"": ""afternoon_evening_state""}}",
telegram_denoise,telegram_suppressed_count,4,127,-123.0,-96.85,数量变化；仅表示规模/活动变化，不直接代表质量改善,"{""previous"": {""path"": ""telegram_suppression_summary.total_suppressed"", ""report_type"": ""overnight_run""}, ""today"": {""path"": ""telegram_suppression_summary.telegram_suppressed_count"", ""report_type"": ""afternoon_evening_state""}}",source_path_changed:telegram_suppression_summary.total_suppressed->telegram_suppression_summary.telegram_suppressed_count | source_report_changed:overnight_run->afternoon_evening_state
telegram_denoise,telegram_suppression_ratio,1.0,,,,previous 字段缺失，无法判断,"{""previous"": {""path"": null, ""report_type"": null}, ""today"": {""path"": ""telegram_suppression_summary.telegram_suppression_ratio"", ""report_type"": ""afternoon_evening_state""}}",
telegram_denoise,telegram_suppression_reasons,"{""no_trade_opportunity"": 4}","{""no_trade_opportunity"": 121, ""same_blocker_repeat"": 6}",,,结构化内容变化；需人工查看差异,"{""previous"": {""path"": ""telegram_suppression_summary.suppression_reasons"", ""report_type"": ""overnight_run""}, ""today"": {""path"": ""telegram_suppression_summary.telegram_suppression_reasons"", ""report_type"": ""afternoon_evening_state""}}",source_path_changed:telegram_suppression_summary.suppression_reasons->telegram_suppression_summary.telegram_suppression_reasons | source_report_changed:overnight_run->afternoon_evening_state
telegram_denoise,messages_before_suppression_estimate,4,136,-132.0,-97.06,数量变化；仅表示规模/活动变化，不直接代表质量改善,"{""previous"": {""path"": ""telegram_suppression_summary.messages_before_after_suppression_estimate.raw_lp_signals"", ""report_type"": ""overnight_run""}, ""today"": {""path"": ""telegram_suppression_summary.messages_before_suppression_estimate"", ""report_type"": ""afternoon_evening_state""}}",source_path_changed:telegram_suppression_summary.messages_before_after_suppression_estimate.raw_lp_signals->telegram_suppression_summary.messages_before_suppression_estimate | source_report_changed:overnight_run->afternoon_evening_state
telegram_denoise,messages_after_suppression_actual,0,7,-7.0,-100.0,数量变化；仅表示规模/活动变化，不直接代表质量改善,"{""previous"": {""path"": ""telegram_suppression_summary.messages_before_after_suppression_estimate.sent_telegram_messages"", ""report_type"": ""overnight_run""}, ""today"": {""path"": ""telegram_suppression_summary.messages_after_suppression_actual"", ""report_type"": ""afternoon_evening_state""}}",source_path_changed:telegram_suppression_summary.messages_before_after_suppression_estimate.sent_telegram_messages->telegram_suppression_summary.messages_after_suppression_actual | source_report_changed:overnight_run->afternoon_evening_state
telegram_denoise,high_value_suppressed_count,2,,,,previous 字段缺失，无法判断,"{""previous"": {""path"": null, ""report_type"": null}, ""today"": {""path"": ""telegram_suppression_summary.high_value_suppressed_count"", ""report_type"": ""afternoon_evening_state""}}",
telegram_denoise,legacy_chase_leaked_count,4,,,,previous 字段缺失，无法判断,"{""previous"": {""path"": null, ""report_type"": null}, ""today"": {""path"": ""final_trading_output_summary.legacy_chase_leaked_count"", ""report_type"": ""overnight_trade_action""}}",
asset_market_state,state_distribution,"{""DO_NOT_CHASE_LONG"": 1, ""OBSERVE_LONG"": 3}","{""DO_NOT_CHASE_LONG"": 30, ""DO_NOT_CHASE_SHORT"": 29, ""NO_TRADE_CHOP"": 3, ""NO_TRADE_LOCK"": 13, ""OBSERVE_LONG"": 37, ""OBSERVE_SHORT"": 22, ""SHORT_CANDIDATE"": 1, ""WAIT_CONFIRMATION"": 1}",,,结构化内容变化；需人工查看差异,"{""previous"": {""path"": ""asset_market_state_summary.state_distribution"", ""report_type"": ""overnight_run""}, ""today"": {""path"": ""asset_market_state_summary.state_distribution"", ""report_type"": ""afternoon_evening_state""}}",source_report_changed:overnight_run->afternoon_evening_state
asset_market_state,state_transition_count,2,63,-61.0,-96.83,数量变化；仅表示规模/活动变化，不直接代表质量改善,"{""previous"": {""path"": ""asset_market_state_summary.state_change_count"", ""report_type"": ""overnight_run""}, ""today"": {""path"": ""asset_market_state_summary.state_transition_count"", ""report_type"": ""afternoon_evening_state""}}",source_path_changed:asset_market_state_summary.state_change_count->asset_market_state_summary.state_transition_count | source_report_changed:overnight_run->afternoon_evening_state
asset_market_state,final_state_by_asset,"{""ETH"": {""state_key"": ""OBSERVE_LONG"", ""state_label"": ""偏多观察"", ""telegram_update_kind"": ""suppressed"", ""updated_at"": 1776835290, ""updated_at_beijing"": ""2026-04-22 13:21:30 UTC+08:00"", ""updated_at_utc"": ""2026-04-22 05:21:30 UTC""}}","{""ETH"": {""state_key"": ""OBSERVE_LONG"", ""state_label"": ""偏多观察"", ""telegram_should_send"": false, ""telegram_update_kind"": ""suppressed"", ""updated_at"": 1776748136}}",,,结构化内容变化；需人工查看差异,"{""previous"": {""path"": ""asset_market_state_summary.current_final_state_per_asset"", ""report_type"": ""overnight_run""}, ""today"": {""path"": ""asset_market_state_summary.final_state_by_asset"", ""report_type"": ""afternoon_evening_state""}}",source_path_changed:asset_market_state_summary.current_final_state_per_asset->asset_market_state_summary.final_state_by_asset | source_report_changed:overnight_run->afternoon_evening_state
asset_market_state,no_trade_lock_entered_count,0,4,-4.0,-100.0,数量变化；仅表示规模/活动变化，不直接代表质量改善,"{""previous"": {""path"": ""no_trade_lock_summary.lock_entered_count"", ""report_type"": ""overnight_run""}, ""today"": {""path"": ""no_trade_lock_summary.lock_entered_count"", ""report_type"": ""afternoon_evening_state""}}",source_report_changed:overnight_run->afternoon_evening_state
asset_market_state,no_trade_lock_suppressed_count,0,0,0.0,,与 previous 持平,"{""previous"": {""path"": ""no_trade_lock_summary.suppressed_count"", ""report_type"": ""overnight_run""}, ""today"": {""path"": ""no_trade_lock_summary.lock_suppressed_count"", ""report_type"": ""afternoon_evening_state""}}",source_path_changed:no_trade_lock_summary.suppressed_count->no_trade_lock_summary.lock_suppressed_count | source_report_changed:overnight_run->afternoon_evening_state
asset_market_state,no_trade_lock_released_count,0,123,-123.0,-100.0,数量变化；仅表示规模/活动变化，不直接代表质量改善,"{""previous"": {""path"": ""no_trade_lock_summary.release_count"", ""report_type"": ""overnight_run""}, ""today"": {""path"": ""no_trade_lock_summary.lock_released_count"", ""report_type"": ""afternoon_evening_state""}}",source_path_changed:no_trade_lock_summary.release_count->no_trade_lock_summary.lock_released_count | source_report_changed:overnight_run->afternoon_evening_state
trade_action_opportunity,trade_action_distribution,"{""DO_NOT_CHASE_LONG"": 1, ""LONG_BIAS_OBSERVE"": 3}",,,,previous 字段缺失，无法判断,"{""previous"": {""path"": null, ""report_type"": null}, ""today"": {""path"": ""trade_action_summary.trade_action_distribution"", ""report_type"": ""afternoon_evening_state""}}",
trade_action_opportunity,opportunity_none_count,264,,,,previous 字段缺失，无法判断,"{""previous"": {""path"": null, ""report_type"": null}, ""today"": {""path"": ""trade_opportunity_summary.opportunity_none_count"", ""report_type"": ""afternoon_evening_state""}}",
trade_action_opportunity,opportunity_candidate_count,0,,,,previous 字段缺失，无法判断,"{""previous"": {""path"": null, ""report_type"": null}, ""today"": {""path"": ""trade_opportunity_summary.opportunity_candidate_count"", ""report_type"": ""afternoon_evening_state""}}",
trade_action_opportunity,opportunity_verified_count,0,,,,previous 字段缺失，无法判断,"{""previous"": {""path"": null, ""report_type"": null}, ""today"": {""path"": ""trade_opportunity_summary.opportunity_verified_count"", ""report_type"": ""afternoon_evening_state""}}",
trade_action_opportunity,opportunity_blocked_count,68,,,,previous 字段缺失，无法判断,"{""previous"": {""path"": null, ""report_type"": null}, ""today"": {""path"": ""trade_opportunity_summary.opportunity_blocked_count"", ""report_type"": ""afternoon_evening_state""}}",
trade_action_opportunity,opportunity_invalidated_count,,,,,today/previous 字段都缺失，无法判断,"{""previous"": {""path"": null, ""report_type"": null}, ""today"": {""path"": null, ""report_type"": null}}",
trade_action_opportunity,candidate_to_verified_rate,,,,,today/previous 字段都缺失，无法判断,"{""previous"": {""path"": null, ""report_type"": null}, ""today"": {""path"": null, ""report_type"": null}}",
trade_action_opportunity,hard_blocker_distribution,"{""history_completion_too_low"": 39, ""late_or_chase"": 21, ""no_trade_lock"": 8}",,,,previous 字段缺失，无法判断,"{""previous"": {""path"": null, ""report_type"": null}, ""today"": {""path"": ""trade_opportunity_summary.opportunity_hard_blocker_distribution"", ""report_type"": ""afternoon_evening_state""}}",
trade_action_opportunity,verification_blocker_distribution,{},,,,previous 字段缺失，无法判断,"{""previous"": {""path"": null, ""report_type"": null}, ""today"": {""path"": ""trade_opportunity_summary.verification_blocker_distribution"", ""report_type"": ""overnight_trade_action""}}",
trade_action_opportunity,opportunity_score_median,0.52775,,,,previous 字段缺失，无法判断,"{""previous"": {""path"": null, ""report_type"": null}, ""today"": {""path"": ""trade_opportunity_summary.opportunity_score_median"", ""report_type"": ""afternoon_evening_state""}}",
trade_action_opportunity,opportunity_score_p90,0.6865,,,,previous 字段缺失，无法判断,"{""previous"": {""path"": null, ""report_type"": null}, ""today"": {""path"": ""trade_opportunity_summary.opportunity_score_p90"", ""report_type"": ""afternoon_evening_state""}}",
trade_action_opportunity,why_no_verified,,,,,today/previous 字段都缺失，无法判断,"{""previous"": {""path"": null, ""report_type"": null}, ""today"": {""path"": null, ""report_type"": null}}",
trade_action_opportunity,why_no_opportunities,"[""top_blockers={'history_completion_too_low': 39, 'late_or_chase': 21, 'no_trade_lock': 8}"", ""no_candidate_reached_opportunity_score_gate""]",,,,previous 字段缺失，无法判断,"{""previous"": {""path"": null, ""report_type"": null}, ""today"": {""path"": ""trade_opportunity_summary.why_no_opportunities"", ""report_type"": ""afternoon_evening_state""}}",
candidate_verified_posterior,candidate_30s_followthrough_rate,,,,,today/previous 字段都缺失，无法判断,"{""previous"": {""path"": null, ""report_type"": null}, ""today"": {""path"": null, ""report_type"": null}}",
candidate_verified_posterior,candidate_60s_followthrough_rate,,,,,today/previous 字段都缺失，无法判断,"{""previous"": {""path"": null, ""report_type"": null}, ""today"": {""path"": null, ""report_type"": null}}",
candidate_verified_posterior,candidate_300s_followthrough_rate,,,,,today/previous 字段都缺失，无法判断,"{""previous"": {""path"": null, ""report_type"": null}, ""today"": {""path"": null, ""report_type"": null}}",
candidate_verified_posterior,candidate_30s_adverse_rate,,,,,today/previous 字段都缺失，无法判断,"{""previous"": {""path"": null, ""report_type"": null}, ""today"": {""path"": null, ""report_type"": null}}",
candidate_verified_posterior,candidate_60s_adverse_rate,,,,,today/previous 字段都缺失，无法判断,"{""previous"": {""path"": null, ""report_type"": null}, ""today"": {""path"": null, ""report_type"": null}}",
candidate_verified_posterior,candidate_300s_adverse_rate,,,,,today/previous 字段都缺失，无法判断,"{""previous"": {""path"": null, ""report_type"": null}, ""today"": {""path"": null, ""report_type"": null}}",
candidate_verified_posterior,candidate_outcome_completion_rate,,,,,today/previous 字段都缺失，无法判断,"{""previous"": {""path"": null, ""report_type"": null}, ""today"": {""path"": null, ""report_type"": null}}",
candidate_verified_posterior,verified_30s_followthrough_rate,,,,,today/previous 字段都缺失，无法判断,"{""previous"": {""path"": null, ""report_type"": null}, ""today"": {""path"": null, ""report_type"": null}}",
candidate_verified_posterior,verified_60s_followthrough_rate,,,,,today/previous 字段都缺失，无法判断,"{""previous"": {""path"": null, ""report_type"": null}, ""today"": {""path"": null, ""report_type"": null}}",
candidate_verified_posterior,verified_300s_followthrough_rate,,,,,today/previous 字段都缺失，无法判断,"{""previous"": {""path"": null, ""report_type"": null}, ""today"": {""path"": null, ""report_type"": null}}",
candidate_verified_posterior,verified_30s_adverse_rate,,,,,today/previous 字段都缺失，无法判断,"{""previous"": {""path"": null, ""report_type"": null}, ""today"": {""path"": null, ""report_type"": null}}",
candidate_verified_posterior,verified_60s_adverse_rate,,,,,today/previous 字段都缺失，无法判断,"{""previous"": {""path"": null, ""report_type"": null}, ""today"": {""path"": null, ""report_type"": null}}",
candidate_verified_posterior,verified_300s_adverse_rate,,,,,today/previous 字段都缺失，无法判断,"{""previous"": {""path"": null, ""report_type"": null}, ""today"": {""path"": null, ""report_type"": null}}",
candidate_verified_posterior,verified_outcome_completion_rate,,,,,today/previous 字段都缺失，无法判断,"{""previous"": {""path"": null, ""report_type"": null}, ""today"": {""path"": null, ""report_type"": null}}",
blocker_risk_filter,blocker_saved_rate,0.0,,,,previous 字段缺失，无法判断,"{""previous"": {""path"": null, ""report_type"": null}, ""today"": {""path"": ""trade_opportunity_summary.blocker_saved_rate"", ""report_type"": ""overnight_trade_action""}}",
blocker_risk_filter,blocker_false_block_rate,0.0,,,,previous 字段缺失，无法判断,"{""previous"": {""path"": null, ""report_type"": null}, ""today"": {""path"": ""trade_opportunity_summary.blocker_false_block_rate"", ""report_type"": ""overnight_trade_action""}}",
blocker_risk_filter,blocker_distribution,"{""history_completion_too_low"": 39, ""late_or_chase"": 21, ""no_trade_lock"": 8}",,,,previous 字段缺失，无法判断,"{""previous"": {""path"": null, ""report_type"": null}, ""today"": {""path"": ""trade_opportunity_summary.top_blockers"", ""report_type"": ""afternoon_evening_state""}}",
blocker_risk_filter,top_effective_blockers,"[{""blocker"": ""history_completion_too_low"", ""count"": 39, ""false_block_rate"": 0.0, ""saved_rate"": 0.0}, {""blocker"": ""late_or_chase"", ""count"": 21, ""false_block_rate"": 0.0, ""saved_rate"": 0.0}, {""blocker"": ""no_trade_lock"", ""count"": 8, ""false_block_rate"": 0.0, ""saved_rate"": 0.0}]",,,,previous 字段缺失，无法判断,"{""previous"": {""path"": null, ""report_type"": null}, ""today"": {""path"": ""trade_opportunity_summary.blocker_effectiveness.top_effective_blockers"", ""report_type"": ""overnight_trade_action""}}",
blocker_risk_filter,top_overblocking_blockers,"[{""blocker"": ""history_completion_too_low"", ""count"": 39, ""false_block_rate"": 0.0, ""saved_rate"": 0.0}, {""blocker"": ""late_or_chase"", ""count"": 21, ""false_block_rate"": 0.0, ""saved_rate"": 0.0}, {""blocker"": ""no_trade_lock"", ""count"": 8, ""false_block_rate"": 0.0, ""saved_rate"": 0.0}]",,,,previous 字段缺失，无法判断,"{""previous"": {""path"": null, ""report_type"": null}, ""today"": {""path"": ""trade_opportunity_summary.blocker_effectiveness.top_overblocking_blockers"", ""report_type"": ""overnight_trade_action""}}",
prealert,prealert_candidate_count,1,,,,previous 字段缺失，无法判断,"{""previous"": {""path"": null, ""report_type"": null}, ""today"": {""path"": ""prealert_lifecycle_summary.prealert_candidate_count"", ""report_type"": ""afternoon_evening_state""}}",
prealert,prealert_gate_passed_count,1,136,-135.0,-99.26,数量变化；仅表示规模/活动变化，不直接代表质量改善,"{""previous"": {""path"": ""prealert_summary.prealert_gate_passed_count"", ""report_type"": ""overnight_run""}, ""today"": {""path"": ""prealert_lifecycle_summary.prealert_gate_passed_count"", ""report_type"": ""afternoon_evening_state""}}",source_path_changed:prealert_summary.prealert_gate_passed_count->prealert_lifecycle_summary.prealert_gate_passed_count | source_report_changed:overnight_run->afternoon_evening_state
prealert,prealert_active_count,0,1,-1.0,-100.0,数量变化；仅表示规模/活动变化，不直接代表质量改善,"{""previous"": {""path"": ""prealert_lifecycle_summary.active_count"", ""report_type"": ""overnight_run""}, ""today"": {""path"": ""prealert_lifecycle_summary.prealert_active_count"", ""report_type"": ""afternoon_evening_state""}}",source_path_changed:prealert_lifecycle_summary.active_count->prealert_lifecycle_summary.prealert_active_count | source_report_changed:overnight_run->afternoon_evening_state
prealert,prealert_delivered_count,0,0,0.0,,与 previous 持平,"{""previous"": {""path"": ""prealert_lifecycle_summary.delivered_count"", ""report_type"": ""overnight_run""}, ""today"": {""path"": ""prealert_lifecycle_summary.prealert_delivered_count"", ""report_type"": ""afternoon_evening_state""}}",source_path_changed:prealert_lifecycle_summary.delivered_count->prealert_lifecycle_summary.prealert_delivered_count | source_report_changed:overnight_run->afternoon_evening_state
prealert,prealert_upgraded_to_confirm_count,1,76,-75.0,-98.68,数量变化；仅表示规模/活动变化，不直接代表质量改善,"{""previous"": {""path"": ""prealert_lifecycle_summary.upgraded_count"", ""report_type"": ""overnight_run""}, ""today"": {""path"": ""prealert_lifecycle_summary.prealert_upgraded_to_confirm_count"", ""report_type"": ""afternoon_evening_state""}}",source_path_changed:prealert_lifecycle_summary.upgraded_count->prealert_lifecycle_summary.prealert_upgraded_to_confirm_count | source_report_changed:overnight_run->afternoon_evening_state
prealert,prealert_expired_count,0,0,0.0,,与 previous 持平,"{""previous"": {""path"": ""prealert_lifecycle_summary.expired_count"", ""report_type"": ""overnight_run""}, ""today"": {""path"": ""prealert_lifecycle_summary.prealert_expired_count"", ""report_type"": ""afternoon_evening_state""}}",source_path_changed:prealert_lifecycle_summary.expired_count->prealert_lifecycle_summary.prealert_expired_count | source_report_changed:overnight_run->afternoon_evening_state
prealert,median_prealert_to_confirm_sec,0.0,,,,previous 字段缺失，无法判断,"{""previous"": {""path"": null, ""report_type"": null}, ""today"": {""path"": ""prealert_lifecycle_summary.median_prealert_to_confirm_sec"", ""report_type"": ""afternoon_evening_state""}}",
outcome_integrity,outcome_30s_completed_rate,0.5,,,,previous 字段缺失，无法判断,"{""previous"": {""path"": null, ""report_type"": null}, ""today"": {""path"": ""outcome_source_summary.outcome_30s_completed_rate"", ""report_type"": ""afternoon_evening_state""}}",
outcome_integrity,outcome_60s_completed_rate,0.5,,,,previous 字段缺失，无法判断,"{""previous"": {""path"": null, ""report_type"": null}, ""today"": {""path"": ""outcome_source_summary.outcome_60s_completed_rate"", ""report_type"": ""afternoon_evening_state""}}",
outcome_integrity,outcome_300s_completed_rate,0.5,,,,previous 字段缺失，无法判断,"{""previous"": {""path"": null, ""report_type"": null}, ""today"": {""path"": ""outcome_source_summary.outcome_300s_completed_rate"", ""report_type"": ""afternoon_evening_state""}}",
outcome_integrity,outcome_price_source_distribution,"{""okx_mark"": 12}",,,,previous 字段缺失，无法判断,"{""previous"": {""path"": null, ""report_type"": null}, ""today"": {""path"": ""outcome_source_summary.outcome_price_source_distribution"", ""report_type"": ""afternoon_evening_state""}}",
outcome_integrity,expired_rate_by_window,"{""300s"": 0.0, ""30s"": 0.0, ""60s"": 0.0}",,,,previous 字段缺失，无法判断,"{""previous"": {""path"": null, ""report_type"": null}, ""today"": {""path"": ""outcome_source_summary.expired_rate_by_window"", ""report_type"": ""afternoon_evening_state""}}",
outcome_integrity,outcome_failure_reason_distribution,{},,,,previous 字段缺失，无法判断,"{""previous"": {""path"": null, ""report_type"": null}, ""today"": {""path"": ""outcome_source_summary.outcome_failure_reason_distribution"", ""report_type"": ""afternoon_evening_state""}}",
outcome_integrity,catchup_completed_count,0,,,,previous 字段缺失，无法判断,"{""previous"": {""path"": null, ""report_type"": null}, ""today"": {""path"": ""outcome_source_summary.catchup_completed_count"", ""report_type"": ""afternoon_evening_state""}}",
outcome_integrity,catchup_expired_count,0,,,,previous 字段缺失，无法判断,"{""previous"": {""path"": null, ""report_type"": null}, ""today"": {""path"": ""outcome_source_summary.catchup_expired_count"", ""report_type"": ""afternoon_evening_state""}}",
outcome_integrity,scheduler_health_summary,"{""catchup_completed_count"": 0, ""catchup_expired_count"": 0, ""completed_count"": 6, ""expired_count"": 0, ""pending_count"": 6, ""settled_by_distribution"": {""outcome_scheduler"": 6}, ""unavailable_count"": 0}",,,,previous 字段缺失，无法判断,"{""previous"": {""path"": null, ""report_type"": null}, ""today"": {""path"": ""outcome_source_summary.scheduler_health_summary"", ""report_type"": ""afternoon_evening_state""}}",
market_context,live_public_rate,1.0,1.0,0.0,0.0,与 previous 持平,"{""previous"": {""path"": ""market_context_health.window.live_public_rate"", ""report_type"": ""overnight_run""}, ""today"": {""path"": ""market_context_health.window.live_public_rate"", ""report_type"": ""afternoon_evening_state""}}",source_report_changed:overnight_run->afternoon_evening_state
market_context,unavailable_rate,0.0,0.0,0.0,,与 previous 持平,"{""previous"": {""path"": ""market_context_health.window.unavailable_rate"", ""report_type"": ""overnight_run""}, ""today"": {""path"": ""market_context_health.window.unavailable_rate"", ""report_type"": ""afternoon_evening_state""}}",source_report_changed:overnight_run->afternoon_evening_state
market_context,okx_success,24,740,-716.0,-96.76,数量变化；仅表示规模/活动变化，不直接代表质量改善,"{""previous"": {""path"": ""market_context_health.window.okx_success"", ""report_type"": ""overnight_run""}, ""today"": {""path"": ""market_context_health.window.okx_success"", ""report_type"": ""afternoon_evening_state""}}",source_report_changed:overnight_run->afternoon_evening_state
market_context,kraken_success,0,0,0.0,,与 previous 持平,"{""previous"": {""path"": ""market_context_health.window.kraken_success"", ""report_type"": ""overnight_run""}, ""today"": {""path"": ""market_context_health.window.kraken_success"", ""report_type"": ""afternoon_evening_state""}}",source_report_changed:overnight_run->afternoon_evening_state
market_context,market_context_attempt_success_rate,1.0,0.9987,0.0013,0.13,改善：指标上升,"{""previous"": {""path"": ""market_context_health.window.derived_attempt_success_rate"", ""report_type"": ""overnight_run""}, ""today"": {""path"": ""market_context_health.window.derived_attempt_success_rate"", ""report_type"": ""afternoon_evening_state""}}",source_report_changed:overnight_run->afternoon_evening_state
market_context,resolved_symbol_distribution,"{""ETH-USDT-SWAP"": 4}","{""ETH-USDT-SWAP"": 136}",,,结构化内容变化；需人工查看差异,"{""previous"": {""path"": ""market_context_health.window.resolved_symbol_distribution"", ""report_type"": ""overnight_run""}, ""today"": {""path"": ""market_context_health.window.resolved_symbol_distribution"", ""report_type"": ""afternoon_evening_state""}}",source_report_changed:overnight_run->afternoon_evening_state
market_context,top_failure_reasons,[],"[{""count"": 1, ""reason"": ""timeout""}]",,,结构化内容变化；需人工查看差异,"{""previous"": {""path"": ""market_context_health.window.top_failure_reasons"", ""report_type"": ""overnight_run""}, ""today"": {""path"": ""market_context_health.window.top_failure_reasons"", ""report_type"": ""afternoon_evening_state""}}",source_report_changed:overnight_run->afternoon_evening_state
majors_coverage,covered_major_pairs,"[""ETH/USDT"", ""ETH/USDC""]","[""ETH/USDT"", ""ETH/USDC""]",,,结构化内容未变化,"{""previous"": {""path"": ""majors_coverage_summary.covered_major_pairs"", ""report_type"": ""overnight_run""}, ""today"": {""path"": ""majors_coverage_summary.covered_major_pairs"", ""report_type"": ""afternoon_evening_state""}}",source_report_changed:overnight_run->afternoon_evening_state
